index,City,Date,Card Type,Exp Type,Gender,Amount,Month
17769,"Baramula, India",2014-01-28,Gold,Bills,F,130420,January
17770,"Akola, India",2015-05-07,Signature,Food,F,265339,May
17771,"Pandharkaoda, India",2014-11-28,Signature,Entertainment,F,183403,November
17772,"Dhule, India",2014-02-22,Gold,Food,M,189468,February
17773,"Tasgaon, India",2015-03-07,Gold,Fuel,F,134554,March
17774,"Shenkottai, India",2014-01-22,Gold,Fuel,M,130305,January
17775,"Bobbili, India",2014-09-17,Silver,Food,M,28329,September
17776,"Itarsi, India",2014-03-03,Silver,Bills,F,255946,March
17777,"Narsinghgarh, India",2015-03-24,Platinum,Fuel,M,271157,March
17778,"Rajsamand, India",2014-10-23,Gold,Entertainment,F,291551,October
17779,"Aurangabad, India",2015-01-18,Silver,Grocery,M,246702,January
17780,"Nagaur, India",2014-03-04,Platinum,Entertainment,M,47583,March
17781,"Pathri, India",2013-10-17,Silver,Grocery,F,65220,October
17782,"Moga, India",2014-09-30,Platinum,Fuel,F,11878,September
17783,"Tharamangalam, India",2014-04-11,Signature,Food,M,31653,April
17784,"Madanapalle, India",2014-06-18,Gold,Entertainment,M,205404,June
17785,"Naugawan Sadat, India",2014-04-21,Silver,Bills,M,64088,April
17786,"Vinukonda, India",2015-04-20,Signature,Fuel,F,71781,April
17787,"Adoor, India",2014-11-01,Signature,Fuel,F,70066,November
17788,"Srivilliputhur, India",2015-01-13,Platinum,Entertainment,F,188706,January
17789,"Rewa, India",2014-11-08,Silver,Entertainment,F,290899,November
17790,"Baripada Town, India",2015-02-27,Signature,Food,M,78652,February
17791,"Dehradun, India",2014-09-18,Silver,Food,M,16349,September
17792,"Sibsagar, India",2015-05-20,Signature,Grocery,M,15795,May
17793,"Parvathipuram, India",2014-02-19,Gold,Entertainment,M,218336,February
17794,"Morena, India",2015-01-05,Silver,Bills,M,243023,January
17795,"Neem-Ka-Thana, India",2013-11-15,Platinum,Fuel,F,30197,November
17796,"Araria, India",2014-07-02,Signature,Entertainment,F,197464,July
17797,"Tadpatri, India",2014-05-07,Signature,Entertainment,F,48406,May
17798,"Nautanwa, India",2013-11-09,Gold,Grocery,M,218358,November
17799,"Sinnar, India",2015-03-10,Signature,Food,M,177460,March
17800,"Mankachar, India",2014-10-19,Gold,Fuel,M,84284,October
17801,"Pratapgarh, India",2015-03-19,Signature,Food,M,221728,March
17802,"Pedana, India",2015-04-21,Silver,Food,M,272817,April
17803,"Palasa Kasibugga, India",2014-04-28,Silver,Food,F,294879,April
17804,"Pandhurna, India",2014-06-09,Silver,Entertainment,M,251685,June
17805,"Kendujhar, India",2015-04-18,Platinum,Food,F,94589,April
17806,"Rajagangapur, India",2013-10-13,Signature,Bills,F,237908,October
17807,"Saharanpur, India",2013-11-16,Silver,Entertainment,F,205074,November
17808,"Sircilla, India",2014-05-23,Platinum,Entertainment,M,16901,May
17809,"Tarn Taran, India",2015-04-20,Signature,Entertainment,M,277175,April
17810,"Medak, India",2014-04-28,Platinum,Entertainment,F,223837,April
17811,"Umarkhed, India",2015-02-17,Signature,Entertainment,M,292029,February
17812,"Mahnar Bazar, India",2014-11-04,Gold,Entertainment,M,169640,November
17813,"Nagercoil, India",2014-12-24,Silver,Entertainment,F,207174,December
17814,"Tinsukia, India",2014-10-12,Signature,Bills,M,260229,October
17815,"Mhow Cantonment, India",2013-10-07,Signature,Bills,F,124806,October
17816,"Chittoor, India",2014-09-22,Platinum,Bills,F,161484,September
17817,"Rampur, India",2015-04-23,Platinum,Bills,F,257525,April
17818,"Rajampet, India",2014-11-04,Platinum,Food,M,205225,November
17819,"Mysore, India",2014-10-12,Platinum,Bills,F,68558,October
17820,"Sarni, India",2015-05-09,Platinum,Bills,M,127322,May
17821,"Hindupur, India",2013-10-05,Platinum,Entertainment,M,235393,October
17822,"Nagda, India",2014-03-21,Platinum,Fuel,M,132750,March
17823,"Korba, India",2014-08-25,Gold,Food,F,166533,August
17824,"Kurnool, India",2014-06-30,Platinum,Grocery,M,260378,June
17825,"Pilani, India",2014-10-12,Silver,Grocery,F,188468,October
17826,"Ambikapur, India",2014-01-26,Gold,Entertainment,F,165574,January
17827,"Korba, India",2014-04-03,Platinum,Grocery,M,235712,April
17828,"Rayadurg, India",2014-08-02,Gold,Entertainment,F,42367,August
17829,"Madanapalle, India",2013-12-28,Signature,Grocery,M,65164,December
17830,"Siwan, India",2014-05-25,Gold,Bills,M,183015,May
17831,"Mandvi, India",2014-11-16,Signature,Entertainment,F,95471,November
17832,"Raisen, India",2015-03-07,Signature,Fuel,M,25562,March
17833,"Udhagamandalam, India",2014-08-16,Silver,Entertainment,M,74318,August
17834,"Madhubani, India",2014-04-26,Silver,Bills,F,284700,April
17835,"Bengaluru, India",2014-07-15,Silver,Fuel,M,172055,July
17836,"Kasaragod, India",2014-04-23,Gold,Food,F,156316,April
17837,"Phaltan, India",2014-04-19,Signature,Fuel,M,25372,April
17838,"Dehri-on-Sone, India",2014-11-28,Signature,Bills,F,282909,November
17839,"Nellore, India",2013-10-08,Gold,Grocery,F,198455,October
17840,"Pipariya, India",2015-03-03,Platinum,Bills,M,192704,March
17841,"Asansol, India",2013-10-11,Signature,Fuel,F,53709,October
17842,"Sadasivpet, India",2014-06-30,Silver,Fuel,M,278882,June
17843,"Pasan, India",2015-02-06,Signature,Entertainment,M,110345,February
17844,"Raigarh, India",2013-11-08,Signature,Grocery,F,249857,November
17845,"Sikar, India",2014-03-25,Gold,Fuel,F,88130,March
17846,"Dalli-Rajhara, India",2015-03-03,Silver,Entertainment,M,299906,March
17847,"Sikandra Rao, India",2014-11-24,Silver,Entertainment,F,32789,November
17848,"Lingsugur, India",2014-04-20,Signature,Entertainment,M,122706,April
17849,"Sankeshwara, India",2014-02-16,Signature,Entertainment,F,280180,February
17850,"Sahibganj, India",2015-02-20,Silver,Grocery,F,2356,February
17851,"Taliparamba, India",2013-10-29,Platinum,Fuel,F,86081,October
17852,"Tanuku, India",2015-01-03,Signature,Entertainment,F,193878,January
17853,"Rajnandgaon, India",2014-09-10,Silver,Food,F,151260,September
17854,"Afzalpur, India",2014-12-28,Gold,Fuel,F,103742,December
17855,"Hisar, India",2015-04-27,Gold,Entertainment,F,215301,April
17856,"Shahade, India",2014-06-15,Silver,Entertainment,M,83834,June
17857,"Naidupet, India",2014-12-10,Signature,Grocery,F,103536,December
17858,"Begusarai, India",2013-12-22,Platinum,Fuel,F,99268,December
17859,"Firozpur Cantt., India",2014-01-12,Signature,Grocery,M,116370,January
17860,"Rajgir, India",2013-12-27,Silver,Bills,F,48212,December
17861,"Cherthala, India",2015-01-31,Platinum,Fuel,M,68802,January
17862,"Tirukalukundram, India",2014-04-18,Silver,Grocery,M,103096,April
17863,"Tohana, India",2015-01-11,Silver,Bills,F,143708,January
17864,"Kandukur, India",2015-03-29,Signature,Fuel,M,10717,March
17865,"Supaul, India",2013-12-16,Gold,Bills,M,20056,December
17866,"Sholingur, India",2015-05-06,Gold,Food,M,7971,May
17867,"Neyyattinkara, India",2014-01-25,Platinum,Food,F,140247,January
17868,"Palanpur, India",2014-04-01,Gold,Bills,F,168379,April
17869,"Hyderabad, India",2014-03-25,Platinum,Food,M,123042,March
17870,"Sardhana, India",2014-01-08,Silver,Entertainment,M,225672,January
17871,"Kalpi, India",2015-04-07,Signature,Grocery,F,10045,April
17872,"Padra, India",2014-03-06,Silver,Grocery,M,165528,March
17873,"Medak, India",2014-06-23,Platinum,Bills,F,224776,June
17874,"Anjangaon, India",2014-06-16,Platinum,Bills,M,195839,June
17875,"Sinnar, India",2014-04-19,Platinum,Food,M,243911,April
17876,"Sikandra Rao, India",2013-10-12,Silver,Fuel,F,238909,October
17877,"Tuensang, India",2015-01-08,Gold,Fuel,M,34947,January
17878,"Eluru, India",2014-10-08,Platinum,Fuel,F,104157,October
17879,"Bahadurgarh, India",2014-12-31,Gold,Bills,F,64787,December
17880,"Shahabad, India",2014-12-15,Platinum,Entertainment,F,201554,December
17881,"Udgir, India",2014-03-01,Silver,Grocery,F,35264,March
17882,"Chittur-Thathamangalam, India",2015-01-05,Silver,Entertainment,F,23181,January
17883,"Bharuch, India",2014-10-04,Signature,Bills,F,64269,October
17884,"Seoni-Malwa, India",2015-03-03,Silver,Bills,M,12043,March
17885,"Marmagao, India",2014-01-23,Gold,Entertainment,M,121258,January
17886,"Vadalur, India",2014-05-04,Signature,Fuel,M,231814,May
17887,"Sinnar, India",2014-09-25,Silver,Fuel,M,226472,September
17888,"Chirala, India",2014-09-01,Platinum,Grocery,M,159846,September
17889,"Sanand, India",2014-05-09,Platinum,Fuel,M,148684,May
17890,"Palasa Kasibugga, India",2014-10-09,Silver,Bills,F,237717,October
17891,"Umaria, India",2014-10-14,Gold,Entertainment,F,212006,October
17892,"Modasa, India",2014-03-18,Silver,Entertainment,F,177507,March
17893,"Neem-Ka-Thana, India",2014-11-05,Gold,Grocery,F,148698,November
17894,"Sullurpeta, India",2015-04-29,Signature,Grocery,F,252974,April
17895,"Osmanabad, India",2014-07-28,Gold,Food,M,282745,July
17896,"Pasan, India",2013-12-21,Platinum,Grocery,F,69694,December
17897,"Tanda, India",2014-01-31,Platinum,Entertainment,M,158829,January
17898,"Sagar, India",2015-04-20,Silver,Grocery,F,240438,April
17899,"Sillod, India",2015-02-04,Signature,Fuel,F,280660,February
17900,"Sibsagar, India",2014-09-13,Signature,Fuel,F,274476,September
17901,"Kayamkulam, India",2013-10-25,Platinum,Bills,F,201973,October
17902,"Nandura, India",2015-02-17,Platinum,Bills,M,22152,February
17903,"Baramula, India",2013-10-10,Platinum,Bills,F,40176,October
17904,"Palasa Kasibugga, India",2013-12-08,Gold,Grocery,M,249904,December
17905,"Utraula, India",2015-02-03,Gold,Fuel,M,80587,February
17906,"Rupnagar, India",2014-03-05,Signature,Bills,F,46701,March
17907,"Delhi, India",2015-01-11,Signature,Food,F,80422,January
17908,"Shahdol, India",2014-01-13,Platinum,Bills,M,89843,January
17909,"Sattur, India",2013-11-12,Gold,Bills,M,120518,November
17910,"Chandausi, India",2014-12-26,Platinum,Fuel,F,180756,December
17911,"Gudivada, India",2014-05-27,Platinum,Grocery,M,54321,May
17912,"Dharmavaram, India",2014-02-06,Signature,Grocery,F,38801,February
17913,"Mancherial, India",2014-04-25,Platinum,Food,F,254725,April
17914,"Rajsamand, India",2014-01-10,Signature,Entertainment,F,175963,January
17915,"Satara, India",2015-05-08,Silver,Food,M,67850,May
17916,"Vikarabad, India",2014-06-02,Platinum,Entertainment,F,216094,June
17917,"Udgir, India",2014-06-07,Gold,Fuel,F,230839,June
17918,"Hisar, India",2013-11-24,Gold,Bills,F,91386,November
17919,"Lunawada, India",2015-03-09,Silver,Food,F,106222,March
17920,"Malaj Khand, India",2015-02-15,Gold,Entertainment,F,238898,February
17921,"Rishikesh, India",2014-07-04,Platinum,Bills,M,227279,July
17922,"Kurnool, India",2014-09-03,Signature,Bills,F,295091,September
17923,"Sambhal, India",2013-11-05,Gold,Bills,F,62067,November
17924,"Nellore, India",2013-10-27,Gold,Entertainment,M,261511,October
17925,"Nongstoin, India",2014-10-14,Silver,Fuel,F,173134,October
17926,"Tura, India",2014-03-23,Silver,Entertainment,M,297858,March
17927,"Shikaripur, India",2013-12-10,Signature,Fuel,F,39527,December
17928,"Kadi, India",2014-07-17,Gold,Entertainment,F,14611,July
17929,"Varkala, India",2014-10-31,Signature,Grocery,F,139298,October
17930,"Pudukkottai, India",2014-07-15,Signature,Grocery,F,233767,July
17931,"Kalimpong, India",2015-02-09,Platinum,Food,M,182762,February
17932,"Purna, India",2014-10-28,Signature,Grocery,M,94426,October
17933,"Mohali, India",2014-12-27,Signature,Fuel,M,179761,December
17934,"Srinagar, India",2014-06-23,Gold,Entertainment,M,202041,June
17935,"Maihar, India",2015-05-03,Silver,Fuel,M,220171,May
17936,"Suryapet, India",2013-11-10,Signature,Food,M,248561,November
17937,"Chirmiri, India",2013-12-24,Signature,Grocery,F,75689,December
17938,"Ramdurg, India",2014-07-08,Silver,Entertainment,F,206568,July
17939,"Munger, India",2015-01-10,Platinum,Bills,M,230329,January
17940,"Tumsar, India",2014-09-02,Silver,Food,F,117031,September
17941,"Phulabani, India",2014-01-27,Signature,Bills,F,180834,January
17942,"Ramagundam, India",2014-06-24,Platinum,Grocery,F,20363,June
17943,"Bikaner, India",2014-10-20,Signature,Food,M,65162,October
17944,"Araria, India",2015-05-14,Signature,Food,F,243630,May
17945,"Nanpara, India",2014-08-12,Signature,Grocery,F,245049,August
17946,"Punch, India",2014-05-18,Platinum,Entertainment,M,13170,May
17947,"Srinagar, India",2015-04-03,Silver,Food,F,62056,April
17948,"Pithoragarh, India",2014-03-03,Silver,Food,M,291658,March
17949,"Vellakoil, India",2013-12-12,Platinum,Food,M,267075,December
17950,"Sircilla, India",2015-03-01,Gold,Bills,F,171963,March
17951,"Puliyankudi, India",2015-01-02,Gold,Food,F,174854,January
17952,"Surapura, India",2014-10-23,Signature,Food,M,95090,October
17953,"Thangadh, India",2015-04-04,Platinum,Fuel,F,62680,April
17954,"Markapur, India",2014-04-20,Signature,Bills,F,100864,April
17955,"Etawah, India",2014-06-02,Silver,Grocery,F,1104,June
17956,"Mandvi, India",2014-09-09,Platinum,Food,F,14769,September
17957,"Sarangpur, India",2013-11-30,Gold,Food,F,4794,November
17958,"Margao, India",2013-12-30,Platinum,Food,M,190248,December
17959,"Tumkur, India",2014-07-30,Gold,Bills,M,190345,July
17960,"Sasvad, India",2015-02-10,Platinum,Food,F,222574,February
17961,"Osmanabad, India",2014-06-17,Silver,Grocery,M,16604,June
17962,"Murwara (Katni), India",2014-01-27,Gold,Entertainment,M,106519,January
17963,"Palacole, India",2014-11-07,Platinum,Bills,F,189291,November
17964,"Talcher, India",2015-01-28,Platinum,Food,F,121134,January
17965,"Macherla, India",2014-02-26,Silver,Bills,F,181140,February
17966,"Palitana, India",2014-12-29,Platinum,Fuel,M,261234,December
17967,"Afzalpur, India",2013-12-12,Signature,Bills,F,192524,December
17968,"Uran, India",2015-05-05,Gold,Grocery,M,198889,May
17969,"Nadbai, India",2014-12-06,Platinum,Food,M,26037,December
17970,"Gooty, India",2014-10-01,Signature,Grocery,M,13638,October
17971,"Nanded-Waghala, India",2015-02-26,Signature,Grocery,M,227701,February
17972,"Sitamarhi, India",2014-11-18,Platinum,Food,F,187336,November
17973,"Theni Allinagaram, India",2014-02-08,Gold,Fuel,M,222816,February
17974,"Sagara, India",2013-10-13,Gold,Food,M,80739,October
17975,"Bhongir, India",2013-11-08,Signature,Grocery,M,116968,November
17976,"Kagaznagar, India",2014-08-13,Signature,Grocery,F,91278,August
17977,"Tilda Newra, India",2014-02-04,Silver,Grocery,M,3821,February
17978,"Meerut, India",2014-11-13,Platinum,Grocery,M,58096,November
17979,"Tonk, India",2014-04-11,Silver,Food,F,5350,April
17980,"Mysore, India",2014-03-14,Platinum,Entertainment,F,239369,March
17981,"Ramnagar, India",2015-01-25,Gold,Bills,F,216248,January
17982,"Srivilliputhur, India",2015-04-15,Gold,Food,F,166673,April
17983,"Purulia, India",2014-10-05,Platinum,Bills,F,275865,October
17984,"Nagpur, India",2014-10-07,Silver,Food,F,285002,October
17985,"Naila Janjgir, India",2014-09-26,Silver,Fuel,M,132889,September
17986,"Mandvi, India",2013-12-13,Signature,Entertainment,M,241324,December
17987,"Ramdurg, India",2015-01-26,Gold,Grocery,M,180452,January
17988,"Rasipuram, India",2014-10-10,Platinum,Food,M,151089,October
17989,"Thuraiyur, India",2014-05-04,Signature,Entertainment,F,227260,May
17990,"Purna, India",2015-01-02,Signature,Bills,F,42375,January
17991,"Periyakulam, India",2014-05-31,Platinum,Food,M,18807,May
17992,"Ahmednagar, India",2014-12-01,Gold,Fuel,M,181093,December
17993,"Nagda, India",2014-02-21,Platinum,Grocery,M,277210,February
17994,"Patna, India",2015-04-12,Silver,Bills,F,80881,April
17995,"Parlakhemundi, India",2013-12-19,Signature,Entertainment,M,81185,December
17996,"Yellandu, India",2015-03-03,Platinum,Bills,M,9771,March
17997,"Mihijam, India",2014-01-28,Gold,Grocery,F,170620,January
17998,"Shenkottai, India",2014-07-27,Signature,Grocery,M,160270,July
17999,"Rajakhera, India",2014-01-15,Gold,Food,M,199847,January
18000,"Mahemdabad, India",2014-08-24,Gold,Fuel,F,150806,August
18001,"Khanna, India",2015-02-17,Gold,Fuel,M,131681,February
18002,"Bilaspur, India",2014-04-16,Platinum,Grocery,M,69069,April
18003,"Paschim Punropara, India",2015-02-20,Gold,Entertainment,M,206965,February
18004,"Kanpur, India",2014-06-22,Silver,Entertainment,M,100159,June
18005,"Umarga, India",2014-07-13,Platinum,Bills,M,213921,July
18006,"Umreth, India",2014-04-11,Signature,Grocery,F,125898,April
18007,"Tirunelveli, India",2014-11-25,Gold,Grocery,M,253079,November
18008,"Patratu, India",2015-01-07,Silver,Food,F,116854,January
18009,"Nehtaur, India",2015-02-17,Gold,Fuel,F,79243,February
18010,"Lunawada, India",2014-10-13,Platinum,Bills,M,49320,October
18011,"Mansa, India",2014-11-19,Signature,Entertainment,M,241230,November
18012,"Adoor, India",2013-10-20,Signature,Food,M,68185,October
18013,"Murtijapur, India",2014-09-18,Silver,Fuel,M,98817,September
18014,"Sikandra Rao, India",2013-12-05,Signature,Entertainment,M,123000,December
18015,"Shamsabad Agra, India",2014-10-06,Silver,Grocery,M,17999,October
18016,"Moga, India",2013-11-12,Gold,Fuel,F,9122,November
18017,"Ottappalam, India",2014-08-10,Platinum,Grocery,M,250704,August
18018,"Vijayapura, India",2014-08-20,Signature,Food,F,57205,August
18019,"Udaipurwati, India",2015-01-18,Silver,Food,M,135874,January
18020,"Thoubal, India",2014-09-18,Gold,Food,M,5265,September
18021,"Pathri, India",2014-08-15,Platinum,Grocery,F,36645,August
18022,"Buxar, India",2014-08-29,Platinum,Bills,F,286378,August
18023,"Sedam, India",2014-01-15,Gold,Food,F,173372,January
18024,"Ottappalam, India",2014-05-29,Gold,Food,M,56032,May
18025,"Veraval, India",2014-07-10,Silver,Grocery,M,49402,July
18026,"Pipar City, India",2013-10-14,Platinum,Entertainment,F,92782,October
18027,"Kolar, India",2014-03-07,Platinum,Bills,M,110296,March
18028,"Akola, India",2014-03-17,Silver,Bills,M,65133,March
18029,"Mahe, India",2014-04-16,Gold,Bills,F,203717,April
18030,"Pratapgarh, India",2014-02-08,Signature,Food,M,16761,February
18031,"Khanna, India",2014-07-24,Platinum,Entertainment,M,289845,July
18032,"Rudauli, India",2014-05-02,Platinum,Grocery,M,217881,May
18033,"Makhdumpur, India",2014-02-18,Signature,Fuel,M,79213,February
18034,"Mysore, India",2015-02-12,Silver,Grocery,F,8972,February
18035,"Dhule, India",2014-08-18,Silver,Grocery,F,231509,August
18036,"Motihari, India",2015-03-13,Silver,Entertainment,M,286740,March
18037,"Kalyan-Dombivali, India",2014-04-24,Silver,Bills,F,74633,April
18038,"Sadasivpet, India",2013-10-15,Gold,Entertainment,M,158636,October
18039,"Kaithal, India",2014-02-06,Gold,Fuel,M,52732,February
18040,"Jhargram, India",2013-10-06,Silver,Bills,M,285170,October
18041,"Aligarh, India",2014-10-23,Signature,Bills,F,286339,October
18042,"Shahjahanpur, India",2015-04-28,Silver,Fuel,M,134335,April
18043,"Kurnool, India",2014-08-17,Gold,Grocery,F,91854,August
18044,"Malur, India",2014-04-13,Platinum,Bills,F,127819,April
18045,"Tharad, India",2015-02-11,Signature,Fuel,F,169223,February
18046,"Makhdumpur, India",2014-08-04,Platinum,Bills,M,64507,August
18047,"Chittoor, India",2015-05-20,Signature,Fuel,M,298583,May
18048,"Hubli-Dharwad, India",2014-05-07,Platinum,Food,F,33856,May
18049,"Pune, India",2014-07-26,Gold,Entertainment,F,62746,July
18050,"Tuni, India",2014-11-07,Silver,Bills,F,175557,November
18051,"Sikandrabad, India",2014-09-17,Signature,Fuel,M,89429,September
18052,"Jhansi, India",2014-06-18,Signature,Grocery,M,153972,June
18053,"Rajpura, India",2014-08-24,Silver,Grocery,F,119553,August
18054,"Mokokchung, India",2014-11-12,Platinum,Bills,M,6269,November
18055,"Chilakaluripet, India",2014-06-01,Signature,Bills,F,261595,June
18056,"Ponnani, India",2013-11-26,Gold,Grocery,M,191416,November
18057,"Bhongir, India",2015-02-14,Platinum,Food,F,93046,February
18058,"Narnaul, India",2014-06-08,Gold,Fuel,F,180268,June
18059,"Mandi, India",2013-10-29,Signature,Fuel,F,274820,October
18060,"Nabadwip, India",2014-03-24,Gold,Fuel,F,139937,March
18061,"Kendrapara, India",2013-10-06,Signature,Food,F,33470,October
18062,"Dharmavaram, India",2013-10-11,Signature,Bills,F,125319,October
18063,"Puliyankudi, India",2014-11-27,Platinum,Food,M,254937,November
18064,"Tanuku, India",2013-10-24,Platinum,Entertainment,M,295361,October
18065,"Phusro, India",2015-05-12,Platinum,Food,F,199865,May
18066,"Tumkur, India",2013-11-02,Platinum,Grocery,M,173926,November
18067,"Wadgaon Road, India",2014-07-19,Signature,Food,M,224407,July
18068,"Rahuri, India",2015-04-05,Gold,Bills,F,91489,April
18069,"Paradip, India",2014-09-04,Silver,Bills,F,83323,September
18070,"Srivilliputhur, India",2015-04-07,Platinum,Entertainment,F,143073,April
18071,"Shajapur, India",2014-11-24,Silver,Grocery,F,66411,November
18072,"Sillod, India",2014-01-29,Platinum,Bills,F,169203,January
18073,"Kendujhar, India",2013-11-23,Silver,Entertainment,M,10802,November
18074,"Udhagamandalam, India",2013-10-10,Platinum,Bills,M,291415,October
18075,"Vijayapura, India",2015-05-02,Signature,Fuel,M,225758,May
18076,"Narayanpet, India",2015-04-25,Silver,Entertainment,M,275117,April
18077,"Nabha, India",2014-12-27,Platinum,Food,F,87997,December
18078,"Muktsar, India",2014-02-22,Gold,Food,F,102037,February
18079,"Jalpaiguri, India",2014-10-03,Platinum,Fuel,F,243689,October
18080,"Parlakhemundi, India",2014-11-04,Silver,Bills,M,191251,November
18081,"Phagwara, India",2013-12-21,Silver,Grocery,M,212791,December
18082,"Valparai, India",2013-12-03,Silver,Bills,F,261768,December
18083,"Bheemunipatnam, India",2014-08-05,Signature,Food,F,280511,August
18084,"Nagapattinam, India",2014-10-19,Platinum,Grocery,F,59476,October
18085,"Hardoi , India",2014-10-24,Silver,Entertainment,F,8807,October
18086,"Umarga, India",2013-10-23,Silver,Food,F,233967,October
18087,"Lakshmeshwar, India",2014-03-22,Signature,Bills,M,72315,March
18088,"Goalpara, India",2014-08-25,Platinum,Fuel,M,107504,August
18089,"Raver, India",2014-08-08,Platinum,Entertainment,F,31083,August
18090,"Malaj Khand, India",2014-10-01,Gold,Bills,M,140839,October
18091,"Patna, India",2014-06-01,Signature,Grocery,F,293217,June
18092,"Yellandu, India",2015-02-21,Platinum,Grocery,F,173672,February
18093,"Amroha, India",2014-06-03,Gold,Fuel,F,122647,June
18094,"Utraula, India",2013-10-06,Signature,Bills,F,142712,October
18095,"Dhanbad, India",2013-12-14,Platinum,Bills,F,193173,December
18096,"Jamalpur, India",2015-04-13,Signature,Grocery,M,273010,April
18097,"Ladwa, India",2015-01-17,Signature,Fuel,M,57745,January
18098,"Bharatpur, India",2014-12-06,Gold,Grocery,M,285333,December
18099,"Umaria, India",2014-08-09,Platinum,Entertainment,M,171970,August
18100,"Bhuj, India",2014-11-11,Gold,Fuel,F,54232,November
18101,"Kurnool, India",2015-03-08,Silver,Grocery,M,228462,March
18102,"Mandla, India",2014-07-31,Gold,Fuel,M,256863,July
18103,"Vijayawada, India",2013-10-31,Silver,Bills,M,114593,October
18104,"Tirupati, India",2014-12-12,Signature,Grocery,F,154824,December
18105,"Pusad, India",2015-04-14,Signature,Food,M,24928,April
18106,"Roorkee, India",2014-03-01,Silver,Food,M,64246,March
18107,"Tirunelveli, India",2015-04-02,Gold,Bills,M,246975,April
18108,"Bahadurgarh, India",2015-04-21,Gold,Entertainment,M,69030,April
18109,"Tirukkoyilur, India",2013-11-23,Signature,Entertainment,F,197512,November
18110,"Rameshwaram, India",2014-05-25,Platinum,Bills,M,180147,May
18111,"Shenkottai, India",2014-09-09,Signature,Entertainment,F,190052,September
18112,"Jagdalpur, India",2013-10-08,Signature,Food,F,261114,October
18113,"Gangarampur, India",2015-03-19,Platinum,Bills,F,221478,March
18114,"Rawatsar, India",2014-11-02,Signature,Grocery,F,104842,November
18115,"Marmagao, India",2015-04-28,Silver,Grocery,M,6967,April
18116,"Tiruchirappalli, India",2015-04-24,Platinum,Food,F,184886,April
18117,"Sohna, India",2015-03-18,Gold,Food,F,77672,March
18118,"Adilabad, India",2014-06-02,Platinum,Entertainment,M,108313,June
18119,"Sholingur, India",2015-01-19,Silver,Grocery,F,89943,January
18120,"Dalli-Rajhara, India",2014-02-01,Silver,Grocery,F,175608,February
18121,"Sidhpur, India",2014-12-30,Platinum,Grocery,F,229339,December
18122,"Mainaguri, India",2014-10-04,Gold,Food,F,59560,October
18123,"Sabalgarh, India",2015-01-13,Platinum,Entertainment,F,38368,January
18124,"Lonavla, India",2015-01-10,Platinum,Bills,M,114042,January
18125,"Vatakara, India",2014-06-11,Signature,Fuel,M,110467,June
18126,"Sikandrabad, India",2013-11-24,Signature,Bills,M,228519,November
18127,"Tumsar, India",2014-04-15,Gold,Entertainment,F,28864,April
18128,"Sindhnur, India",2014-07-20,Gold,Fuel,F,240536,July
18129,"Aligarh, India",2013-11-19,Gold,Fuel,M,64855,November
18130,"Palladam, India",2013-11-19,Silver,Fuel,F,65142,November
18131,"Tirukalukundram, India",2015-03-06,Signature,Fuel,M,291773,March
18132,"Rameshwaram, India",2014-05-18,Signature,Entertainment,F,144978,May
18133,"Sirsa, India",2015-02-13,Platinum,Bills,F,263376,February
18134,"Lunawada, India",2014-04-13,Gold,Fuel,M,287983,April
18135,"Mandapeta, India",2014-04-23,Signature,Entertainment,M,201594,April
18136,"Tumkur, India",2015-05-20,Silver,Bills,M,227218,May
18137,"Yerraguntla, India",2015-03-17,Signature,Bills,F,248827,March
18138,"Porsa, India",2014-11-21,Silver,Bills,F,116915,November
18139,"Pipariya, India",2015-02-12,Signature,Fuel,M,261691,February
18140,"Sinnar, India",2014-01-29,Gold,Grocery,M,6173,January
18141,"Pratapgarh, India",2014-05-04,Signature,Food,F,54767,May
18142,"Nohar, India",2014-02-08,Signature,Food,M,131893,February
18143,"Udaipur, India",2013-10-22,Signature,Food,M,218427,October
18144,"Pipar City, India",2014-08-13,Signature,Fuel,F,49690,August
18145,"Sanawad, India",2014-11-16,Signature,Food,M,7346,November
18146,"Moradabad, India",2014-11-21,Gold,Entertainment,M,68470,November
18147,"Sailu, India",2014-02-20,Silver,Food,M,233436,February
18148,"Gaya, India",2014-09-02,Signature,Bills,F,225362,September
18149,"Udhagamandalam, India",2014-12-23,Signature,Bills,M,99791,December
18150,"Manmad, India",2015-01-01,Platinum,Entertainment,M,172488,January
18151,"Ahmedabad, India",2014-07-04,Platinum,Entertainment,M,83187,July
18152,"Pehowa, India",2014-07-23,Silver,Food,M,235503,July
18153,"Puttur, India",2014-04-05,Gold,Fuel,M,76341,April
18154,"Ponnur, India",2015-05-07,Gold,Entertainment,M,126606,May
18155,"Taranagar, India",2013-10-22,Signature,Bills,M,138809,October
18156,"Pipar City, India",2013-11-28,Platinum,Bills,M,156671,November
18157,"Soro, India",2014-10-21,Signature,Food,F,253080,October
18158,"Sonipat, India",2015-01-16,Signature,Bills,M,252398,January
18159,"Chilakaluripet, India",2015-05-24,Silver,Bills,M,261533,May
18160,"Hubli-Dharwad, India",2014-03-18,Signature,Bills,F,40803,March
18161,"Habra, India",2014-05-13,Silver,Grocery,M,255684,May
18162,"Pudukkottai, India",2014-09-20,Gold,Entertainment,F,225743,September
18163,"Haldwani-cum-Kathgodam, India",2015-04-04,Silver,Fuel,M,180749,April
